Time	sum(Value total – Blocks (ETH)) – Ethereum
05.11.2017	7961914678568000000000000
06.11.2017	9665762349180000000000000
07.11.2017	8001324661841000000000000
08.11.2017	11347186085058000000000000
09.11.2017	18465297635611000000000000
10.11.2017	13558005571294000000000000
11.11.2017	12555939467022000000000000
12.11.2017	17234664394311000000000000
13.11.2017	11245439908237000000000000
14.11.2017	10949458127013000000000000
15.11.2017	16679475711585000000000000
16.11.2017	15343093975752000000000000
17.11.2017	15510338117962000000000000
18.11.2017	12809899360903000000000000
19.11.2017	12704308325052000000000000
20.11.2017	16833582569008000000000000
21.11.2017	16417446920745000000000000
22.11.2017	16686970606019000000000000
23.11.2017	16170886825729000000000000
24.11.2017	13808817194972000000000000
25.11.2017	16166361661622000000000000
26.11.2017	15666519713618000000000000
27.11.2017	19772097747662000000000000
28.11.2017	24256558636855000000000000
29.11.2017	27604074069299000000000000
30.11.2017	25817866810968000000000000
01.12.2017	21320956819368000000000000
02.12.2017	22522724847603000000000000
03.12.2017	21221977398928000000000000
04.12.2017	20618617063708000000000000
05.12.2017	9866417665862000000000000
06.12.2017	14258688631089000000000000
07.12.2017	10917493482545000000000000
08.12.2017	9051822251445000000000000
09.12.2017	6621511216543000000000000
10.12.2017	6401231788237000000000000
11.12.2017	6583520870941000000000000
12.12.2017	13025533339521000000000000
13.12.2017	10689104298258000000000000
14.12.2017	12223042552440000000000000
15.12.2017	10131323388558000000000000
16.12.2017	8327952910988000000000000
17.12.2017	8094370869898000000000000
18.12.2017	8704164837559000000000000
19.12.2017	11301308428723000000000000
20.12.2017	13059814981780000000000000
21.12.2017	13275048345323000000000000
22.12.2017	14410349062068000000000000
23.12.2017	9542679233509000000000000
24.12.2017	7455877700591000000000000
25.12.2017	6289289712397000000000000
26.12.2017	8881470703659000000000000
27.12.2017	10171076907844000000000000
28.12.2017	12660243951017000000000000
29.12.2017	14722603095535000000000000
30.12.2017	16352619842287000000000000
31.12.2017	9077012196446000000000000
01.01.2018	8275287509153000000000000
02.01.2018	14016267675455000000000000
03.01.2018	14010872142968000000000000
04.01.2018	20270261450242000000000000
05.01.2018	18559791872921000000000000
06.01.2018	15444974289530000000000000
07.01.2018	12324042221668000000000000
08.01.2018	15179912102587000000000000
09.01.2018	16154033097424000000000000
10.01.2018	17404021531998000000000000
11.01.2018	15828132488356000000000000
12.01.2018	12544690695903000000000000
13.01.2018	9599787993669000000000000
14.01.2018	24907781658411000000000000
15.01.2018	11749321708481000000000000
16.01.2018	15305164631469000000000000
17.01.2018	16038201317227000000000000
18.01.2018	13814717125761000000000000
19.01.2018	9166178676517000000000000
20.01.2018	7834357313205000000000000
21.01.2018	7482591641604000000000000
22.01.2018	8964858973121000000000000
23.01.2018	8636209305074000000000000
24.01.2018	8638226020502000000000000
25.01.2018	4126634219610000000000000
26.01.2018	9983671320509000000000000
27.01.2018	6449204518250000000000000
28.01.2018	7346597299500000000000000
29.01.2018	7994565088169000000000000
30.01.2018	8523313960485000000000000
31.01.2018	8245802380385000000000000
01.02.2018	8315055618415000000000000
02.02.2018	11150865308669000000000000
03.02.2018	6257059950447000000000000
04.02.2018	5103233769677000000000000
05.02.2018	7229819252307000000000000
06.02.2018	8933447436978000000000000
07.02.2018	7055877119283000000000000
08.02.2018	3673387911527000000000000
09.02.2018	5174925661206000000000000
10.02.2018	5805947725561000000000000
11.02.2018	4019352424401000000000000
12.02.2018	4681130344915000000000000
13.02.2018	6468187485118000000000000
14.02.2018	4916309335849000000000000
15.02.2018	5524653872777000000000000
16.02.2018	4375014666556000000000000
17.02.2018	4214526719643000000000000
18.02.2018	4183175572895000000000000
19.02.2018	3835602942214000000000000
20.02.2018	4476812558079000000000000
21.02.2018	4377472232589000000000000
22.02.2018	5690039618570000000000000
23.02.2018	3178405696986000000000000
24.02.2018	2930582865355000000000000
25.02.2018	1902855041755000000000000
26.02.2018	2487911346845000000000000
27.02.2018	1572991471158000000000000
28.02.2018	1592664771318000000000000
01.03.2018	1726507575439000000000000
02.03.2018	1581893248955000000000000
03.03.2018	1063915942704000000000000
04.03.2018	1099753054087000000000000
05.03.2018	1603979116848000000000000
06.03.2018	1978979679196000000000000
07.03.2018	2012383279719000000000000
08.03.2018	1699448847868000000000000
09.03.2018	1840196467617000000000000
10.03.2018	1164482782863000000000000
11.03.2018	1111143397898000000000000
12.03.2018	1519212620460000000000000
13.03.2018	2751491202477000000000000
14.03.2018	1953451760183000000000000
15.03.2018	1903561860095000000000000
16.03.2018	1409236959779000000000000
17.03.2018	1256058609541000000000000
18.03.2018	2884908891946000000000000
19.03.2018	2352718630112000000000000
20.03.2018	1934105768149000000000000
21.03.2018	1802106349387000000000000
22.03.2018	1570043179636000000000000
23.03.2018	2044369985662000000000000
24.03.2018	1220728844488000000000000
25.03.2018	1012992321634000000000000
26.03.2018	1974859081664000000000000
27.03.2018	2506952926714000000000000
28.03.2018	2484048080047000000000000
29.03.2018	2597993344988000000000000
30.03.2018	2348412024119000000000000
31.03.2018	1526181231653000000000000
01.04.2018	1289704241020000000000000
02.04.2018	1461861590608000000000000
03.04.2018	1696732535844000000000000
04.04.2018	1592762655560000000000000
05.04.2018	1318397804734000000000000
06.04.2018	1339167403791000000000000
07.04.2018	902521178368000000000000
08.04.2018	1269247512806000000000000
09.04.2018	1579211483137000000000000
10.04.2018	1287918239296000000000000
11.04.2018	1505465321196000000000000
12.04.2018	2286424492026000000000000
13.04.2018	2245945909467000000000000
14.04.2018	989601903204000000000000
15.04.2018	1192236025805000000000000
16.04.2018	1419490437744000000000000
17.04.2018	1469587917424000000000000
18.04.2018	1770704352320000000000000
19.04.2018	1836652110274000000000000
20.04.2018	2198599569388000000000000
21.04.2018	1720661777195000000000000
22.04.2018	1282181884261000000000000
23.04.2018	3114645221112000000000000
24.04.2018	2740525228838000000000000
25.04.2018	2545295644239000000000000
26.04.2018	2049714911352000000000000
27.04.2018	2126382337716000000000000
28.04.2018	1818230682865000000000000
29.04.2018	1682962092868000000000000
30.04.2018	2035762635368000000000000
01.05.2018	1905959253102000000000000
02.05.2018	2693344124387000000000000
03.05.2018	2891720589683000000000000
04.05.2018	2609005034774000000000000
05.05.2018	1759044282315000000000000
06.05.2018	1548941095772000000000000
07.05.2018	2978567322470000000000000
08.05.2018	2136764782518000000000000
09.05.2018	2253905604591000000000000
10.05.2018	2171086496543000000000000
11.05.2018	2221130772936000000000000
12.05.2018	1627723592224000000000000
13.05.2018	1207873800317000000000000
14.05.2018	2194506417313000000000000
15.05.2018	1997058477103000000000000
16.05.2018	1713413689388000000000000
17.05.2018	1730684743766000000000000
18.05.2018	1684800928842000000000000
19.05.2018	1238303930412000000000000
20.05.2018	1292814885485000000000000
21.05.2018	1681216677586000000000000
22.05.2018	2235705266982000000000000
23.05.2018	2762606200558000000000000
24.05.2018	2142704040643000000000000
25.05.2018	1841571382968000000000000
26.05.2018	1352442931651000000000000
27.05.2018	1997005534591000000000000
28.05.2018	2764245531092000000000000
29.05.2018	2264910123760000000000000
30.05.2018	2199829124196000000000000
31.05.2018	2298908026160000000000000
01.06.2018	2502122269734000000000000
02.06.2018	1323564496987000000000000
03.06.2018	1144352528197000000000000
04.06.2018	2055229429760000000000000
05.06.2018	2093666608225000000000000
06.06.2018	2266589150646000000000000
07.06.2018	2172517801774000000000000
08.06.2018	2346682179841000000000000
09.06.2018	1216332863992000000000000
10.06.2018	1819741827487000000000000
11.06.2018	2209255469153000000000000
12.06.2018	3001323953710000000000000
13.06.2018	4125556838889000000000000
14.06.2018	4100927297686000000000000
15.06.2018	3609394729933000000000000
16.06.2018	1634748612085000000000000
17.06.2018	1203652716057000000000000
18.06.2018	1611835338926000000000000
19.06.2018	1959564185809000000000000
20.06.2018	2093016961724000000000000
21.06.2018	1883200451997000000000000
22.06.2018	2428780407418000000000000
23.06.2018	1309147922829000000000000
24.06.2018	2013619448592000000000000
25.06.2018	2434739796998000000000000
26.06.2018	1962781761393000000000000
27.06.2018	1957043096681000000000000
28.06.2018	1823389389896000000000000
29.06.2018	2193095247089000000000000
30.06.2018	1268299508222000000000000
01.07.2018	1031247985738000000000000
02.07.2018	1452979719498000000000000
03.07.2018	1832156187946000000000000
04.07.2018	1578303287320000000000000
05.07.2018	1678203221334000000000000
06.07.2018	1626245091646000000000000
07.07.2018	1143070636108000000000000
08.07.2018	1292404245197000000000000
09.07.2018	1771819494094000000000000
10.07.2018	1932696382037000000000000
11.07.2018	1445411238936000000000000
12.07.2018	1330294453634000000000000
13.07.2018	1270187395099000000000000
14.07.2018	955874500035000000000000
15.07.2018	820852992833000000000000
16.07.2018	1750059576723000000000000
17.07.2018	1810828895867000000000000
18.07.2018	2066612480408000000000000
19.07.2018	1680836508104000000000000
20.07.2018	1789877897145000000000000
21.07.2018	1110966565666000000000000
22.07.2018	1059095479004000000000000
23.07.2018	1656714480141000000000000
24.07.2018	1751565017193000000000000
25.07.2018	1548099703740000000000000
26.07.2018	1262830980282000000000000
27.07.2018	1380268632793000000000000
28.07.2018	818369190961000000000000
29.07.2018	790471087754000000000000
30.07.2018	1580580695474000000000000
31.07.2018	2863359093117000000000000
01.08.2018	1540193344818000000000000
02.08.2018	1625957127832000000000000
03.08.2018	1346283117743000000000000
04.08.2018	980752657416000000000000
05.08.2018	915262716894000000000000
06.08.2018	1251408206433000000000000
07.08.2018	1404397853752000000000000
08.08.2018	2092340882923000000000000
09.08.2018	1638362124457000000000000
10.08.2018	1852520085554000000000000
11.08.2018	1682276949473000000000000
12.08.2018	1035151599126000000000000
13.08.2018	2521887956114000000000000
14.08.2018	3169425518266000000000000
15.08.2018	2354813616538000000000000
16.08.2018	1572969589433000000000000
17.08.2018	1892344295698000000000000
18.08.2018	1134274391741000000000000
19.08.2018	808450284445000000000000
20.08.2018	1478582548572000000000000
21.08.2018	1492036337973000000000000
22.08.2018	1760905420949000000000000
23.08.2018	1487911321589000000000000
24.08.2018	1456826477972000000000000
25.08.2018	1100691529466000000000000
26.08.2018	1004427531295000000000000
27.08.2018	1635878397964000000000000
28.08.2018	1474715381362000000000000
29.08.2018	1587585811871000000000000
30.08.2018	1455036737200000000000000
31.08.2018	1527467020785000000000000
01.09.2018	1191998763205000000000000
02.09.2018	938927653052000000000000
03.09.2018	1817509427289000000000000
04.09.2018	2952623427924000000000000
05.09.2018	2499507999917000000000000
06.09.2018	3066120966796000000000000
07.09.2018	2593247150818000000000000
08.09.2018	2141094390867000000000000
09.09.2018	2204426807321000000000000
10.09.2018	2491613086143000000000000
11.09.2018	2520929737320000000000000
12.09.2018	3805362860024000000000000
13.09.2018	2365473043819000000000000
14.09.2018	2158032403842000000000000
15.09.2018	1461732100918000000000000
16.09.2018	1239629068912000000000000
17.09.2018	1968208341947000000000000
18.09.2018	1840641442201000000000000
19.09.2018	1571944159411000000000000
20.09.2018	1913856643434000000000000
21.09.2018	2934916883340000000000000
22.09.2018	1591431519873000000000000
23.09.2018	1413569662584000000000000
24.09.2018	1911651348309000000000000
25.09.2018	1904326953278000000000000
26.09.2018	1866839355438000000000000
27.09.2018	1687956749261000000000000
28.09.2018	1713915653123000000000000
29.09.2018	1449277387662000000000000
30.09.2018	1372447827158000000000000
01.10.2018	1274867085333000000000000
02.10.2018	1119693591021000000000000
03.10.2018	1623350465386000000000000
04.10.2018	1620258698756000000000000
05.10.2018	1504520022174000000000000
06.10.2018	1105192859528000000000000
07.10.2018	997741118608000000000000
08.10.2018	1650938096383000000000000
09.10.2018	1443594672887000000000000
10.10.2018	1510137982187000000000000
11.10.2018	3120950001942000000000000
12.10.2018	2041129950781000000000000
13.10.2018	1214040011509000000000000
14.10.2018	1179589860099000000000000
15.10.2018	3372392125963000000000000
16.10.2018	2268661956387000000000000
17.10.2018	1951286799533000000000000
18.10.2018	2375597707779000000000000
19.10.2018	1695319349961000000000000
20.10.2018	1459094050265000000000000
21.10.2018	1985863213155000000000000
22.10.2018	1615897999730000000000000
23.10.2018	1733862128787000000000000
24.10.2018	1663973019624000000000000
25.10.2018	2233331581859000000000000
26.10.2018	1749956846627000000000000
27.10.2018	1016179084717000000000000
28.10.2018	1037614793336000000000000
29.10.2018	2007167930291000000000000
30.10.2018	1690227442781000000000000
31.10.2018	1767090720005000000000000
01.11.2018	1643471747228000000000000
02.11.2018	1905086788867000000000000
03.11.2018	1115534226690000000000000
04.11.2018	1547431457960000000000000
05.11.2018	2377689201910000000000000
06.11.2018	1887359207909000000000000
07.11.2018	2153124844713000000000000
08.11.2018	1751218030622000000000000
09.11.2018	1679306862133000000000000
10.11.2018	1131323393424000000000000
11.11.2018	1141426901362000000000000
12.11.2018	1887303236771000000000000
13.11.2018	1725732283597000000000000
14.11.2018	3006747460612000000000000
15.11.2018	3185539108521000000000000
16.11.2018	2261847424468000000000000
17.11.2018	1418012088323000000000000
18.11.2018	1920372548362000000000000
19.11.2018	4869823331774000000000000
20.11.2018	5673618189195000000000000
21.11.2018	3850115459634000000000000
22.11.2018	2656255195652000000000000
23.11.2018	3071509726920000000000000
24.11.2018	2296034552099000000000000
25.11.2018	3983338550307000000000000
26.11.2018	3446195884924000000000000
27.11.2018	2867233131963000000000000
28.11.2018	3386567808787000000000000
29.11.2018	3646092862828000000000000
30.11.2018	17369723553197000000000000
01.12.2018	15506228996936000000000000
02.12.2018	1436134277423000000000000
03.12.2018	2299548325797000000000000
04.12.2018	2291652897422000000000000
05.12.2018	2906693339356000000000000
06.12.2018	3838629386194000000000000
07.12.2018	4921579847359000000000000
08.12.2018	2728404455411000000000000
09.12.2018	2387455045375000000000000
10.12.2018	2527232742895000000000000
11.12.2018	2591884523176000000000000
12.12.2018	2361243020717000000000000
13.12.2018	3016308649286000000000000
14.12.2018	2726327388222000000000000
15.12.2018	1844690484845000000000000
16.12.2018	1796249278631000000000000
17.12.2018	3476805060468000000000000
18.12.2018	3251000056312000000000000
19.12.2018	4365041006331000000000000
20.12.2018	4435495305961000000000000
21.12.2018	4531699987193000000000000
22.12.2018	2126008474528000000000000
23.12.2018	2984956206966000000000000
24.12.2018	3947818978500000000000000
25.12.2018	2436757058097000000000000
26.12.2018	2162650217320000000000000
27.12.2018	2851546896669000000000000
28.12.2018	3012846192909000000000000
29.12.2018	3801715578679000000000000
30.12.2018	1645211935038000000000000
31.12.2018	2119548471928000000000000
01.01.2019	1686106244517000000000000
02.01.2019	2763068755701000000000000
03.01.2019	2517699612019000000000000
04.01.2019	3841465936955000000000000
05.01.2019	4194193474069000000000000
06.01.2019	2424110676246000000000000
07.01.2019	2647463549071000000000000
08.01.2019	2361577161210000000000000
09.01.2019	2213779089480000000000000
10.01.2019	3176863879519000000000000
11.01.2019	3905156790015000000000000
12.01.2019	1504953980510000000000000
13.01.2019	1794322646119000000000000
14.01.2019	3479910280271000000000000
15.01.2019	2405249426992000000000000
16.01.2019	2668338473444000000000000
17.01.2019	2176694554087000000000000
18.01.2019	1787387213959000000000000
19.01.2019	1479665198513000000000000
20.01.2019	1739674186888000000000000
21.01.2019	1854587862477000000000000
22.01.2019	1857294063869000000000000
23.01.2019	1993035395168000000000000
24.01.2019	2394057300147000000000000
25.01.2019	1984697615727000000000000
26.01.2019	1306393159481000000000000
27.01.2019	1884713880007000000000000
28.01.2019	3267334899456000000000000
29.01.2019	2299252465763000000000000
30.01.2019	2388102266252000000000000
31.01.2019	2372465614167000000000000
01.02.2019	1971539571952000000000000
02.02.2019	1236597885886000000000000
03.02.2019	1314479740054000000000000
04.02.2019	1043878002012000000000000
05.02.2019	1004555885926000000000000
06.02.2019	1775217655443000000000000
07.02.2019	1464390577387000000000000
08.02.2019	2169652026401000000000000
09.02.2019	1174182014108000000000000
10.02.2019	1463572305624000000000000
11.02.2019	1924435412471000000000000
12.02.2019	1553633675651000000000000
13.02.2019	1818973079909000000000000
14.02.2019	1682099004864000000000000
15.02.2019	1603019068454000000000000
16.02.2019	1094805374695000000000000
17.02.2019	1768776844559000000000000
18.02.2019	3022424811444000000000000
19.02.2019	2796779996924000000000000
20.02.2019	2252224697304000000000000
21.02.2019	2162153352436000000000000
22.02.2019	2126200767705000000000000
23.02.2019	1546911732042000000000000
24.02.2019	2896245233433000000000000
25.02.2019	3741461364137000000000000
26.02.2019	1898730273508000000000000
27.02.2019	2939154618372000000000000
28.02.2019	2372947376883000000000000
01.03.2019	1871418744264000000000000
02.03.2019	1501165639732000000000000
03.03.2019	1713963690576000000000000
04.03.2019	2525508621909000000000000
05.03.2019	2353514440955000000000000
06.03.2019	2221387834179000000000000
07.03.2019	2145530658611000000000000
08.03.2019	2426193380638000000000000
09.03.2019	1841223119138000000000000
10.03.2019	1735917761167000000000000
11.03.2019	2486866008283000000000000
12.03.2019	2382395818989000000000000
13.03.2019	2082546374541000000000000
14.03.2019	2301314379370000000000000
15.03.2019	2203858961053000000000000
16.03.2019	1942409272975000000000000
17.03.2019	1766764986605000000000000
18.03.2019	2617369059149000000000000
19.03.2019	1917468366737000000000000
20.03.2019	2909146041423000000000000
21.03.2019	2511732575095000000000000
22.03.2019	2093604193652000000000000
23.03.2019	2579405678133000000000000
24.03.2019	1799665163030000000000000
25.03.2019	2890888344027000000000000
26.03.2019	2567806744612000000000000
27.03.2019	2314343114093000000000000
28.03.2019	2349455530783000000000000
29.03.2019	2608868371325000000000000
30.03.2019	2539731478291000000000000
31.03.2019	2181258212183000000000000
01.04.2019	2464944176914000000000000
02.04.2019	4132709665066000000000000
03.04.2019	4183418271808000000000000
04.04.2019	2927134822772000000000000
05.04.2019	2709976053659000000000000
06.04.2019	1886441587432000000000000
07.04.2019	2422446863834000000000000
08.04.2019	3812650247213000000000000
09.04.2019	3369703096801000000000000
10.04.2019	2864413956913000000000000
11.04.2019	2959257516823000000000000
12.04.2019	2530730146703000000000000
13.04.2019	1565572919006000000000000
14.04.2019	1744364903197000000000000
15.04.2019	2569892203845000000000000
16.04.2019	2234918821348000000000000
17.04.2019	2250472793126000000000000
18.04.2019	2649639827964000000000000
19.04.2019	2326304505355000000000000
20.04.2019	1894638551343000000000000
21.04.2019	2023623364325000000000000
22.04.2019	2423979758847000000000000
23.04.2019	2765344388290000000000000
24.04.2019	3500826165663000000000000
25.04.2019	3174320176390000000000000
26.04.2019	4542943430747000000000000
27.04.2019	1931851799583000000000000
28.04.2019	2348223695247000000000000
29.04.2019	3097339187368000000000000
30.04.2019	2984558711651000000000000
01.05.2019	2634052012427000000000000
02.05.2019	2123490121227000000000000
03.05.2019	2540078359012000000000000
04.05.2019	1995259605815000000000000
05.05.2019	1874632292438000000000000
06.05.2019	3008457095943000000000000
07.05.2019	3396153262269000000000000
08.05.2019	3139674562481000000000000
09.05.2019	2843224417876000000000000
10.05.2019	2864843831231000000000000
11.05.2019	4507732796831000000000000
12.05.2019	2872666647600000000000000
13.05.2019	3842381788449000000000000
14.05.2019	3500895545588000000000000
15.05.2019	4376982302840000000000000
16.05.2019	7036359553950000000000000
17.05.2019	4615799858913000000000000
18.05.2019	2292689497492000000000000
19.05.2019	2394182207967000000000000
20.05.2019	3165046381627000000000000
21.05.2019	2848105333597000000000000
22.05.2019	2879704527404000000000000
23.05.2019	3092997767287000000000000
24.05.2019	2492505190753000000000000
25.05.2019	1873278204143000000000000
26.05.2019	2446073741238000000000000
27.05.2019	3212265170424000000000000
28.05.2019	2569785077748000000000000
29.05.2019	3771890659621000000000000
30.05.2019	3660420085035000000000000
31.05.2019	3470706935522000000000000
01.06.2019	1876998924013000000000000
02.06.2019	1599198637716000000000000
03.06.2019	2887326203092000000000000
04.06.2019	3293416673334000000000000
05.06.2019	3434378937535000000000000
06.06.2019	2049554262524000000000000
07.06.2019	2054195930171000000000000
08.06.2019	1277060105452000000000000
09.06.2019	1815710704378000000000000
10.06.2019	2504670833788000000000000
11.06.2019	2209358075633000000000000
12.06.2019	2458155861392000000000000
13.06.2019	2735620566598000000000000
14.06.2019	2735248648917000000000000
15.06.2019	2492737365716000000000000
16.06.2019	2314200734370000000000000
17.06.2019	2353831327230000000000000
18.06.2019	2876876289157000000000000
19.06.2019	3006530011368000000000000
20.06.2019	2353361166726000000000000
21.06.2019	3037051528110000000000000
22.06.2019	2828241809249000000000000
23.06.2019	2150652619375000000000000
24.06.2019	2535163632243000000000000
25.06.2019	2889010090241000000000000
26.06.2019	3732416473226000000000000
27.06.2019	3668696540802000000000000
28.06.2019	2701074637863000000000000
29.06.2019	2576060333577000000000000
30.06.2019	1977339995003000000000000
01.07.2019	2456218446642000000000000
02.07.2019	2318192234239000000000000
03.07.2019	2077006642764000000000000
04.07.2019	1755041673370000000000000
05.07.2019	1644161056545000000000000
06.07.2019	1156288335802000000000000
07.07.2019	1444146140471000000000000
08.07.2019	1785080597814000000000000
09.07.2019	4265532277735000000000000
10.07.2019	2490874649202000000000000
11.07.2019	3733182277598000000000000
12.07.2019	1866347750949000000000000
13.07.2019	1046825088133000000000000
14.07.2019	2209436443587000000000000
15.07.2019	3048991081267000000000000
16.07.2019	2558659154999000000000000
17.07.2019	2793669105419000000000000
18.07.2019	2406058878517000000000000
19.07.2019	1989630220066000000000000
20.07.2019	1390735404827000000000000
21.07.2019	1121331614961000000000000
22.07.2019	1655028157460000000000000
23.07.2019	1577720229645000000000000
24.07.2019	1575916306123000000000000
25.07.2019	1664307551199000000000000
26.07.2019	2557962201871000000000000
27.07.2019	1163680978189000000000000
28.07.2019	988266101401000000000000
29.07.2019	1724835687567000000000000
30.07.2019	1730064030832000000000000
31.07.2019	1686868959707000000000000
01.08.2019	2923387254912000000000000
02.08.2019	1928269273265000000000000
03.08.2019	1268411860183000000000000
04.08.2019	981440775688000000000000
05.08.2019	2838064390962000000000000
06.08.2019	2284512435768000000000000
07.08.2019	1788680203901000000000000
08.08.2019	2166716780950000000000000
09.08.2019	1878135738097000000000000
10.08.2019	1381655865021000000000000
11.08.2019	1198775303280000000000000
12.08.2019	1527432500139000000000000
13.08.2019	1659669616171000000000000
14.08.2019	2282006533143000000000000
15.08.2019	2619430070998000000000000
16.08.2019	2066867885100000000000000
17.08.2019	1239368229194000000000000
18.08.2019	1249940090530000000000000
19.08.2019	1725401324469000000000000
20.08.2019	2419440756553000000000000
21.08.2019	1791993459979000000000000
22.08.2019	1807798678703000000000000
23.08.2019	1818004513432000000000000
24.08.2019	1267833676838000000000000
25.08.2019	1234570661102000000000000
26.08.2019	1877929984542000000000000
27.08.2019	1616934941327000000000000
28.08.2019	1905976159559000000000000
29.08.2019	2031654641866000000000000
30.08.2019	2038890444857000000000000
31.08.2019	2476724979724000000000000
01.09.2019	1227339325392000000000000
02.09.2019	1795285518530000000000000
03.09.2019	2596221912206000000000000
04.09.2019	1906040495868000000000000
05.09.2019	1688317824964000000000000
06.09.2019	1828747704382000000000000
07.09.2019	1911688526929000000000000
08.09.2019	1562524256462000000000000
09.09.2019	1947550626599000000000000
10.09.2019	1493831791222000000000000
11.09.2019	1872532278534000000000000
12.09.2019	1565564293227000000000000
13.09.2019	1962192132155000000000000
14.09.2019	1194249576796000000000000
15.09.2019	1330525275833000000000000
16.09.2019	2343326552554000000000000
17.09.2019	2421273154867000000000000
18.09.2019	2624909510055000000000000
19.09.2019	1956424355055000000000000
20.09.2019	1879100065272000000000000
21.09.2019	1062664338243000000000000
22.09.2019	1068998662073000000000000
23.09.2019	1796321615586000000000000
24.09.2019	3328674584996000000000000
25.09.2019	2782999179550000000000000
26.09.2019	2761512020502000000000000
27.09.2019	2187418011982000000000000
28.09.2019	1609285000591000000000000
29.09.2019	1290516302102000000000000
30.09.2019	2638136788387000000000000
01.10.2019	1709292141347000000000000
02.10.2019	1255170190003000000000000
03.10.2019	1014873697981000000000000
04.10.2019	1134696266612000000000000
05.10.2019	872391063160000000000000
06.10.2019	970389160895000000000000
07.10.2019	1426221111410000000000000
08.10.2019	1655286514584000000000000
09.10.2019	1858675936061000000000000
10.10.2019	1465757765458000000000000
11.10.2019	1482446784516000000000000
12.10.2019	1232839454948000000000000
13.10.2019	827035899795000000000000
14.10.2019	2093549261098000000000000
15.10.2019	1351676767992000000000000
16.10.2019	1492375518619000000000000
17.10.2019	1213035224973000000000000
18.10.2019	1528393178665000000000000
19.10.2019	890076726313000000000000
20.10.2019	1206769572007000000000000
21.10.2019	1368002849330000000000000
22.10.2019	1354333248667000000000000
23.10.2019	2560757426996000000000000
24.10.2019	2481277978550000000000000
25.10.2019	1987059539170000000000000
26.10.2019	2325972021242000000000000
27.10.2019	1223895058948000000000000
28.10.2019	3136189829312000000000000
29.10.2019	1990829110566000000000000
30.10.2019	1750081038559000000000000
31.10.2019	1725536398404000000000000
01.11.2019	1412073929379000000000000
02.11.2019	948867992136000000000000
03.11.2019	1066538307859000000000000
04.11.2019	1800848506776000000000000
05.11.2019	2257381654444000000000000
06.11.2019	1362541998428000000000000
07.11.2019	1171888613395000000000000
08.11.2019	1451157947432000000000000
09.11.2019	855383185277000000000000
10.11.2019	813477553355000000000000
11.11.2019	1249638965454000000000000
12.11.2019	1688628609431000000000000
13.11.2019	1307697677318000000000000
14.11.2019	1139968598558000000000000
15.11.2019	1499427229646000000000000
16.11.2019	860515731576000000000000
17.11.2019	799202566199000000000000
18.11.2019	1399980508655000000000000
19.11.2019	1465889011530000000000000
20.11.2019	1337606100938000000000000
21.11.2019	1933390496115000000000000
22.11.2019	3361211259762000000000000
23.11.2019	1245423083660000000000000
24.11.2019	1065672284776000000000000
25.11.2019	2911702459160000000000000
26.11.2019	1356546179390000000000000
27.11.2019	2257987195687000000000000
28.11.2019	2064844786736000000000000
29.11.2019	1393610503055000000000000
30.11.2019	1317591977941000000000000
01.12.2019	844878653303000000000000
02.12.2019	1722076711626000000000000
03.12.2019	1279363248510000000000000
04.12.2019	1404136262541000000000000
05.12.2019	1384881950007000000000000
06.12.2019	1419621125506000000000000
07.12.2019	764761393689000000000000
08.12.2019	565682105004000000000000
09.12.2019	1153044095238000000000000
10.12.2019	1565728651659000000000000
11.12.2019	901105941181000000000000
12.12.2019	1191107863171000000000000
13.12.2019	1102515142815000000000000
14.12.2019	807010631150000000000000
15.12.2019	659919491637000000000000
16.12.2019	1565491227290000000000000
17.12.2019	2674156452790000000000000
18.12.2019	3075242307528000000000000
19.12.2019	3277917445513000000000000
20.12.2019	1364956503858000000000000
21.12.2019	856013075720000000000000
22.12.2019	816937365983000000000000
23.12.2019	1818791077039000000000000
24.12.2019	1221143553161000000000000
25.12.2019	1466364964156000000000000
26.12.2019	1172958006811000000000000
27.12.2019	1267551796035000000000000
28.12.2019	996850222916000000000000
29.12.2019	1028514263487000000000000
30.12.2019	1464498845386000000000000
31.12.2019	2082655712674000000000000
01.01.2020	626218207916000000000000
02.01.2020	1127777098514000000000000
03.01.2020	1864432403447000000000000
04.01.2020	1145165940226000000000000
05.01.2020	911887315312000000000000
06.01.2020	1654149924831000000000000
07.01.2020	1415291842445000000000000
08.01.2020	1949238538058000000000000
09.01.2020	1351443059857000000000000
10.01.2020	1331445455438000000000000
11.01.2020	1363592281893000000000000
12.01.2020	1006476230867000000000000
13.01.2020	1444476590131000000000000
14.01.2020	2605592456164000000000000
15.01.2020	2101104817435000000000000
16.01.2020	1700167894087000000000000
17.01.2020	1595370347909000000000000
18.01.2020	1718673339451000000000000
19.01.2020	1193610867646000000000000
20.01.2020	1070444377902000000000000
21.01.2020	998048513432000000000000
22.01.2020	934744904090000000000000
23.01.2020	1126502900945000000000000
24.01.2020	1512330939565000000000000
25.01.2020	462417114543000000000000
26.01.2020	626921512167000000000000
27.01.2020	1093091739852000000000000
28.01.2020	1201446225162000000000000
29.01.2020	1277144904581000000000000
30.01.2020	1370427755554000000000000
31.01.2020	1926046437474000000000000
01.02.2020	1107457426157000000000000
02.02.2020	1111614601205000000000000
03.02.2020	1329045405374000000000000
04.02.2020	1582695974447000000000000
05.02.2020	1590330140726000000000000
06.02.2020	2326894903674000000000000
