Time	sum(Output total – Blocks (DASH)) – Dash
19.12.2016	9199235761401
20.12.2016	12000855726203
21.12.2016	16673575217876
22.12.2016	16210007859735
23.12.2016	6428413788339
24.12.2016	7335133174868
25.12.2016	6589992725630
26.12.2016	6102751740930
27.12.2016	9191590502567
28.12.2016	11895893831243
29.12.2016	5575565208276
30.12.2016	8276121568512
31.12.2016	4371210692948
01.01.2017	6124747364665
02.01.2017	10042811319080
03.01.2017	9349399346127
04.01.2017	20264881191556
05.01.2017	14645625254114
06.01.2017	24135077197864
07.01.2017	6985248681314
08.01.2017	5920565717512
09.01.2017	6643034883966
10.01.2017	4811208274945
11.01.2017	8963103395492
12.01.2017	11919079774526
13.01.2017	7630633056352
14.01.2017	8256436491930
15.01.2017	9889453843777
16.01.2017	14186156761078
17.01.2017	13951698979488
18.01.2017	7947275241123
19.01.2017	19307724857213
20.01.2017	15469665293343
21.01.2017	9341904503431
22.01.2017	10515740823918
23.01.2017	9481995947313
24.01.2017	32211519264569
25.01.2017	46573964526881
26.01.2017	11093384921682
27.01.2017	9211111843582
28.01.2017	6911688748411
29.01.2017	8772858076288
30.01.2017	11664396200499
31.01.2017	50557694127419
01.02.2017	10477562417912
02.02.2017	13864383128202
03.02.2017	25674585578439
04.02.2017	15445004628858
05.02.2017	18938177748048
06.02.2017	21041420656879
07.02.2017	12288177772064
08.02.2017	13535717451787
09.02.2017	16459531358630
10.02.2017	27088376072102
11.02.2017	16147524300461
12.02.2017	14786130539077
13.02.2017	27422555538051
14.02.2017	17450122131432
15.02.2017	26603679856920
16.02.2017	29670011340282
17.02.2017	23027396984228
18.02.2017	94675087298913
19.02.2017	53808151127998
20.02.2017	28747702348353
21.02.2017	20757079764989
22.02.2017	44122075815253
23.02.2017	34235298859921
24.02.2017	39558206117161
25.02.2017	48304388122245
26.02.2017	61980439497582
27.02.2017	26513425090098
28.02.2017	35232983023591
01.03.2017	104641215647862
02.03.2017	118316629739662
03.03.2017	53108619455346
04.03.2017	27652709245611
05.03.2017	27377016512587
06.03.2017	29948472685936
07.03.2017	29083029389144
08.03.2017	30885282000822
09.03.2017	50858976440157
10.03.2017	33822894868433
11.03.2017	59454248990802
12.03.2017	41360672227271
13.03.2017	36287638527044
14.03.2017	42645669552319
15.03.2017	122651708128970
16.03.2017	86125170073456
17.03.2017	66306458461836
18.03.2017	82266259196495
19.03.2017	42326005186729
20.03.2017	43915722898433
21.03.2017	39330424264942
22.03.2017	119415146119475
23.03.2017	25026133177739
24.03.2017	64693368288211
25.03.2017	35503771411538
26.03.2017	44704854753982
27.03.2017	34340156079244
28.03.2017	31306274835513
29.03.2017	36385605314881
30.03.2017	22653767506723
31.03.2017	35459874364227
01.04.2017	36245902599323
02.04.2017	36939245335568
03.04.2017	47527768414472
04.04.2017	41417362099422
05.04.2017	33585570443179
06.04.2017	23826677544622
07.04.2017	13426838031470
08.04.2017	13649846123632
09.04.2017	11482681085471
10.04.2017	17723498334807
11.04.2017	15904409446620
12.04.2017	30782647540143
13.04.2017	41436051727535
14.04.2017	67774434010484
15.04.2017	15612977117688
16.04.2017	17008631522494
17.04.2017	29048678143382
18.04.2017	21139273664025
19.04.2017	13208542373923
20.04.2017	13745878918193
21.04.2017	9861611759526
22.04.2017	9825262665363
23.04.2017	14231993594965
24.04.2017	12104761205138
25.04.2017	30106202674807
26.04.2017	33942442934753
27.04.2017	52449194731119
28.04.2017	43500792564694
29.04.2017	84725127162633
30.04.2017	43686785784176
01.05.2017	85922146565084
02.05.2017	232249239911761
03.05.2017	129822766317165
04.05.2017	50114747751502
05.05.2017	44724750821764
06.05.2017	19061237169545
07.05.2017	24324891687984
08.05.2017	27186968774087
09.05.2017	30657492726330
10.05.2017	14896983527805
11.05.2017	17852606058232
12.05.2017	19447984500107
13.05.2017	13492380173867
14.05.2017	9958453323769
15.05.2017	13809375418538
16.05.2017	13832380923325
17.05.2017	27640807848537
18.05.2017	24240719908607
19.05.2017	32404356546282
20.05.2017	43618407107689
21.05.2017	29443521968701
22.05.2017	59575647013933
23.05.2017	106263708842796
24.05.2017	79114616980352
25.05.2017	108555737002561
26.05.2017	33331639506167
27.05.2017	39347053312196
28.05.2017	27940540462678
29.05.2017	27958939834502
30.05.2017	29504311752924
31.05.2017	44709298262619
01.06.2017	31970158890132
02.06.2017	21246308712364
03.06.2017	28384861690279
04.06.2017	17862592667637
05.06.2017	22651023627929
06.06.2017	117613991932523
07.06.2017	453197821346348
08.06.2017	1390041901060856
09.06.2017	26479701025764
10.06.2017	28714105925408
11.06.2017	56916104679804
12.06.2017	36641348613230
13.06.2017	34771798684937
14.06.2017	47681227391320
15.06.2017	39618636230174
16.06.2017	34230047835091
17.06.2017	31436966799819
18.06.2017	39277096107783
19.06.2017	40843138221026
20.06.2017	20726466982298
21.06.2017	31809613488605
22.06.2017	22068232349365
23.06.2017	27955533212858
24.06.2017	19450326321125
25.06.2017	21406322578507
26.06.2017	37154663070246
27.06.2017	45040002612521
28.06.2017	31353949955493
29.06.2017	27242783734582
30.06.2017	32063847015815
01.07.2017	25560979753213
02.07.2017	60713111231983
03.07.2017	30054697237824
04.07.2017	23028365139160
05.07.2017	38046517179912
06.07.2017	68402979978060
07.07.2017	41029944669472
08.07.2017	44530376474244
09.07.2017	32132007526641
10.07.2017	54882237600667
11.07.2017	166231236820919
12.07.2017	31041559668829
13.07.2017	59015393948978
14.07.2017	269051284231609
15.07.2017	216616386211088
16.07.2017	77750824718252
17.07.2017	87855299227244
18.07.2017	23794549352037
19.07.2017	54636988215203
20.07.2017	158007522874617
21.07.2017	54917132091584
22.07.2017	39786133807321
23.07.2017	69230703744639
24.07.2017	140910930011847
25.07.2017	47308166454743
26.07.2017	78176409809222
27.07.2017	68561162405377
28.07.2017	45420931192850
29.07.2017	28982467927569
30.07.2017	41779416220868
31.07.2017	187898814616756
01.08.2017	96220415651510
02.08.2017	28756928664566
03.08.2017	505322016702296
04.08.2017	230083845155335
05.08.2017	27244516537227
06.08.2017	84021099706928
07.08.2017	173785004161267
08.08.2017	74639182654884
09.08.2017	31611535857241
10.08.2017	161814547115592
11.08.2017	69894047661636
12.08.2017	56198290836008
13.08.2017	52550478293570
14.08.2017	35920751231202
15.08.2017	26978859807308
16.08.2017	39341081592048
17.08.2017	200015867682513
18.08.2017	69399761924681
19.08.2017	79625501908489
20.08.2017	35242023133385
21.08.2017	20026652728060
22.08.2017	24835723462890
23.08.2017	19043483131787
24.08.2017	31273934188679
25.08.2017	35059386864260
26.08.2017	182268085227278
27.08.2017	41883833948363
28.08.2017	26276529853248
29.08.2017	33568209736967
30.08.2017	27512042321207
31.08.2017	40327813402301
01.09.2017	30947929937187
02.09.2017	21594830182346
03.09.2017	48535837727966
04.09.2017	21090976560995
05.09.2017	26522109392976
06.09.2017	23173959200295
07.09.2017	21194805345035
08.09.2017	21634348999000
09.09.2017	108445945327947
10.09.2017	29387944847497
11.09.2017	21694172770013
12.09.2017	31995416922283
13.09.2017	14998448270543
14.09.2017	27235203081192
15.09.2017	281002959654537
16.09.2017	32826727167733
17.09.2017	35515046346891
18.09.2017	34399821816780
19.09.2017	23312325983354
20.09.2017	27611234081467
21.09.2017	58523767431090
22.09.2017	46712972836645
23.09.2017	39135917454788
24.09.2017	71548359702513
25.09.2017	86404829942180
26.09.2017	41216890514540
27.09.2017	23318350021636
28.09.2017	35013215369157
29.09.2017	34070671290355
30.09.2017	29964672035932
01.10.2017	23013023903141
02.10.2017	21607501578896
03.10.2017	20702928181537
04.10.2017	154182661703038
05.10.2017	15038149818261
06.10.2017	16475638012643
07.10.2017	10767487432638
08.10.2017	18300876517641
09.10.2017	25231618251486
10.10.2017	16822113566992
11.10.2017	20665315740197
12.10.2017	27126465265289
13.10.2017	42185847090250
14.10.2017	32355806561217
15.10.2017	15080055136052
16.10.2017	33499209834656
17.10.2017	21897752090431
18.10.2017	15136989475264
19.10.2017	12134253387615
20.10.2017	13348512808843
21.10.2017	13879045785425
22.10.2017	21072292998828
23.10.2017	25518460544775
24.10.2017	21765141258319
25.10.2017	12085718626679
26.10.2017	22995043831753
27.10.2017	14011646575322
28.10.2017	20106136595565
29.10.2017	12433808913930
30.10.2017	12778783870572
31.10.2017	19014999986181
01.11.2017	11203246829650
02.11.2017	19319696084113
03.11.2017	24758156939704
04.11.2017	10881660067893
05.11.2017	47135232025044
06.11.2017	41635511863057
07.11.2017	24200637863956
08.11.2017	21735605057180
09.11.2017	39185738562415
10.11.2017	33767580762603
11.11.2017	26294716729882
12.11.2017	117513443308259
13.11.2017	72370040623387
14.11.2017	30116975226739
15.11.2017	35317189949431
16.11.2017	65629975006768
17.11.2017	72583545382256
18.11.2017	117046084649841
19.11.2017	371103124693790
20.11.2017	33261821627752
21.11.2017	47617088814446
22.11.2017	53703036495114
23.11.2017	27172784614367
24.11.2017	18264116648817
25.11.2017	24900603435164
26.11.2017	18897199084555
27.11.2017	34476754313707
28.11.2017	20647022129555
29.11.2017	72886033468938
30.11.2017	45386056552665
01.12.2017	39241508317275
02.12.2017	20005376521532
03.12.2017	24456054332618
04.12.2017	17536379557765
05.12.2017	27455402401937
06.12.2017	40903162039108
07.12.2017	32113099210615
08.12.2017	39828125545642
09.12.2017	27280767247803
10.12.2017	25140063641355
11.12.2017	18529352163429
12.12.2017	23879971348420
13.12.2017	30552812944442
14.12.2017	33513601728557
15.12.2017	23743462708069
16.12.2017	26367702123307
17.12.2017	29982810460037
18.12.2017	22880109264167
19.12.2017	32662476373304
20.12.2017	53475023470838
21.12.2017	38219251581952
22.12.2017	72696375581085
23.12.2017	39204400428958
24.12.2017	21776124140630
25.12.2017	28580105529901
26.12.2017	19232206226295
27.12.2017	21638436520538
28.12.2017	16459927406874
29.12.2017	17793414741778
30.12.2017	16214276252205
31.12.2017	10321616389604
01.01.2018	7782685538459
02.01.2018	12430746596099
03.01.2018	21543321093604
04.01.2018	23502026668472
05.01.2018	22179842171486
06.01.2018	12417274448981
07.01.2018	14948967957564
08.01.2018	28519579405735
09.01.2018	26495340631461
10.01.2018	26757891311318
11.01.2018	17921509719521
12.01.2018	14567977628636
13.01.2018	18504454769034
14.01.2018	16965224292609
15.01.2018	16478559705479
16.01.2018	23539446865071
17.01.2018	21249936387040
18.01.2018	17763395187100
19.01.2018	13097487721436
20.01.2018	11379420576057
21.01.2018	9822854912802
22.01.2018	10426563263289
23.01.2018	17338927137257
24.01.2018	10958197904772
25.01.2018	15889445555272
26.01.2018	9902238903883
27.01.2018	37759206188370
28.01.2018	15925302417553
29.01.2018	31328774199683
30.01.2018	46444497624953
31.01.2018	30739894321902
01.02.2018	22503793409827
02.02.2018	72159172223170
03.02.2018	20295924151108
04.02.2018	45254744523249
05.02.2018	29170554619672
06.02.2018	20418699769624
07.02.2018	45179391615105
08.02.2018	34880070354569
09.02.2018	31600662959159
10.02.2018	26055708319361
11.02.2018	22916435814594
12.02.2018	19768924064741
13.02.2018	19648639728963
14.02.2018	17729843720340
15.02.2018	15565900770584
16.02.2018	14969453968441
17.02.2018	18046607909136
18.02.2018	14525420696139
19.02.2018	10076788631008
20.02.2018	18352323897790
21.02.2018	15559954793213
22.02.2018	24091212296449
23.02.2018	11046255275135
24.02.2018	11427623392962
25.02.2018	7721708601213
26.02.2018	13389537097974
27.02.2018	14581478086131
28.02.2018	12887140819104
01.03.2018	8384028626592
02.03.2018	11959811912876
03.03.2018	10906216986607
04.03.2018	13229997139549
05.03.2018	26678359783290
06.03.2018	19172367496114
07.03.2018	11145539722492
08.03.2018	15205941620700
09.03.2018	14820353103777
10.03.2018	10845013616583
11.03.2018	6850525548297
12.03.2018	14403954781933
13.03.2018	11552647296070
14.03.2018	11129703257707
15.03.2018	8962410535008
16.03.2018	11665755963222
17.03.2018	11444683630152
18.03.2018	15904916455576
19.03.2018	23696640978896
20.03.2018	21514727527825
21.03.2018	12806346996751
22.03.2018	14383994851938
23.03.2018	16502911464789
24.03.2018	12452045083240
25.03.2018	9560283591557
26.03.2018	9951766845075
27.03.2018	9301812872064
28.03.2018	10627714882661
29.03.2018	20805205839949
30.03.2018	13412026071192
31.03.2018	11170575858265
01.04.2018	10581380556794
02.04.2018	10970477908743
03.04.2018	15119834232001
04.04.2018	16229568937685
05.04.2018	12968881528454
06.04.2018	19134764269423
07.04.2018	19402397865898
08.04.2018	33368044679027
09.04.2018	18924069015986
10.04.2018	16445480119543
11.04.2018	14307146896809
12.04.2018	16614911094591
13.04.2018	13126151698239
14.04.2018	12921451173189
15.04.2018	11430015696797
16.04.2018	12840161268631
17.04.2018	16809731557267
18.04.2018	20531796978081
19.04.2018	26846913515238
20.04.2018	26141518259571
21.04.2018	15959093088634
22.04.2018	12349172454111
23.04.2018	17353340796704
24.04.2018	14173689254691
25.04.2018	16510869810294
26.04.2018	12305364105827
27.04.2018	10545735706995
28.04.2018	10536426486027
29.04.2018	12589853900726
30.04.2018	12057282394637
01.05.2018	17776877521816
02.05.2018	21597344722042
03.05.2018	30346853610625
04.05.2018	23157869693339
05.05.2018	11695377410643
06.05.2018	14047280153938
07.05.2018	17812585663807
08.05.2018	8929546017479
09.05.2018	10048391773107
10.05.2018	10147645576146
11.05.2018	19569713094866
12.05.2018	6354683208381
13.05.2018	9551369853444
14.05.2018	12312560605245
15.05.2018	14294864616301
16.05.2018	9832528810019
17.05.2018	17910372487686
18.05.2018	10734209305083
19.05.2018	13041537116874
20.05.2018	7088403253974
21.05.2018	15546171239530
22.05.2018	10521630124556
23.05.2018	13695300410070
24.05.2018	12913631100527
25.05.2018	19394455375818
26.05.2018	27447704294851
27.05.2018	24728600502415
28.05.2018	31719012999793
29.05.2018	33507775496297
30.05.2018	27029286351520
31.05.2018	15558576669961
01.06.2018	11461828983848
02.06.2018	11584434264742
03.06.2018	9852681877918
04.06.2018	16671037132810
05.06.2018	10581798356916
06.06.2018	15939283953367
07.06.2018	14815185831438
08.06.2018	11047637892512
09.06.2018	15580540891740
10.06.2018	9571771989769
11.06.2018	22609267901546
12.06.2018	22471768230686
13.06.2018	10947986546086
14.06.2018	16507835523404
15.06.2018	11366990541939
16.06.2018	13852053937404
17.06.2018	57704075667070
18.06.2018	389875396615603
19.06.2018	360826336118062
20.06.2018	9499796305472
21.06.2018	17471472464429
22.06.2018	58287409452634
23.06.2018	41986803653481
24.06.2018	9635875261083
25.06.2018	10015264911915
26.06.2018	26940634167915
27.06.2018	10119544898584
28.06.2018	7757651392620
29.06.2018	11895254538597
30.06.2018	6488259767956
01.07.2018	6300209014988
02.07.2018	11827088909032
03.07.2018	10060556222999
04.07.2018	25876109848987
05.07.2018	12461125709962
06.07.2018	10709171756131
07.07.2018	6938400535506
08.07.2018	102479197980156
09.07.2018	99316438565319
10.07.2018	6820936868040
11.07.2018	18777448564836
12.07.2018	17868295590887
13.07.2018	13442784342131
14.07.2018	12208730562237
15.07.2018	92197741340564
16.07.2018	12875347996525
17.07.2018	14227411447058
18.07.2018	54614129312513
19.07.2018	95535562232383
20.07.2018	37074979756193
21.07.2018	211479384479230
22.07.2018	17100432322365
23.07.2018	28553187272538
24.07.2018	12223551365151
25.07.2018	10067663693884
26.07.2018	34440640680859
27.07.2018	9885048424860
28.07.2018	9792172972652
29.07.2018	8766046578755
30.07.2018	35376813428269
31.07.2018	15000594924684
01.08.2018	23583066841555
02.08.2018	8256871908310
03.08.2018	37613343482583
04.08.2018	8502616986886
05.08.2018	6465500250057
06.08.2018	9370079066392
07.08.2018	16394936898339
08.08.2018	17801303911193
09.08.2018	16085789902954
10.08.2018	10986716061705
11.08.2018	8847872411822
12.08.2018	9384045668354
13.08.2018	17719881005985
14.08.2018	17618987951873
15.08.2018	20161642435591
16.08.2018	27607659049892
17.08.2018	8475212423114
18.08.2018	8445138313546
19.08.2018	7801211060418
20.08.2018	11109354479381
21.08.2018	6438470797469
22.08.2018	11646807530246
23.08.2018	9359265872621
24.08.2018	15835433313971
25.08.2018	7126761372748
26.08.2018	17169420046888
27.08.2018	32361127475336
28.08.2018	34345346760439
29.08.2018	20137257455420
30.08.2018	13011282841104
31.08.2018	14503191561799
01.09.2018	21933541129408
02.09.2018	17602723481284
03.09.2018	14375212409510
04.09.2018	16828320583570
05.09.2018	16488720097015
06.09.2018	30695257235734
07.09.2018	14660360071363
08.09.2018	22663266369846
09.09.2018	10004533282988
10.09.2018	19612609561366
11.09.2018	19268083044304
12.09.2018	14546813519104
13.09.2018	15370065238435
14.09.2018	10913036422932
15.09.2018	11746019921267
16.09.2018	8692544215207
17.09.2018	24170708803736
18.09.2018	9375196777112
19.09.2018	10351329094512
20.09.2018	11549800576086
21.09.2018	21948366535825
22.09.2018	8196746415873
23.09.2018	7843759346784
24.09.2018	11164936141688
25.09.2018	21746536738418
26.09.2018	12388667108655
27.09.2018	11124400947389
28.09.2018	12696296270395
29.09.2018	10242305282474
30.09.2018	7017624615317
01.10.2018	5619871142833
02.10.2018	16003087255672
03.10.2018	9916144019617
04.10.2018	12427621792542
05.10.2018	16150756918616
06.10.2018	14130531405704
07.10.2018	8571004922176
08.10.2018	9377836586769
09.10.2018	12972112129758
10.10.2018	10988773910886
11.10.2018	13171971008869
12.10.2018	11107228391736
13.10.2018	5640291338002
14.10.2018	7566103465762
15.10.2018	16169287278775
16.10.2018	7873938529314
17.10.2018	9947450169077
18.10.2018	9211442272951
19.10.2018	8393393518487
20.10.2018	18400303275565
21.10.2018	7320144541884
22.10.2018	9251666488319
23.10.2018	7790941953585
24.10.2018	13762100995511
25.10.2018	9013189744180
26.10.2018	10138220108674
27.10.2018	9254290433878
28.10.2018	9676286857664
29.10.2018	8335730496950
30.10.2018	12268289977115
31.10.2018	12314634478744
01.11.2018	8617652227115
02.11.2018	15332151845727
03.11.2018	9151393961552
04.11.2018	9881226886268
05.11.2018	14219115506714
06.11.2018	13281530134251
07.11.2018	21404353312944
08.11.2018	19140407496315
09.11.2018	9215224026498
10.11.2018	9968400657816
11.11.2018	12224408317152
12.11.2018	13363909047265
13.11.2018	10345835575629
14.11.2018	12032158653546
15.11.2018	14143092931136
16.11.2018	20892656946436
17.11.2018	11232064881041
18.11.2018	9978494466431
19.11.2018	44833290455682
20.11.2018	30543768883328
21.11.2018	20937993296227
22.11.2018	14256431679506
23.11.2018	19381046198608
24.11.2018	15567919121133
25.11.2018	16443840799584
26.11.2018	13890573040905
27.11.2018	29716027478347
28.11.2018	14798790629380
29.11.2018	18791413788800
30.11.2018	11749174965426
01.12.2018	9397443536881
02.12.2018	23229950286290
03.12.2018	17271825021483
04.12.2018	27587575720547
05.12.2018	14250669595852
06.12.2018	24131076254196
07.12.2018	24536220603221
08.12.2018	18478351032275
09.12.2018	15153397585011
10.12.2018	15365807166920
11.12.2018	15097389847052
12.12.2018	15136983657126
13.12.2018	16927453521936
14.12.2018	18305127429937
15.12.2018	16607260318303
16.12.2018	11495127275426
17.12.2018	14515328764086
18.12.2018	13369292137005
19.12.2018	19450838737175
20.12.2018	24537314090882
21.12.2018	27674722235512
22.12.2018	16728438903848
23.12.2018	12668368069981
24.12.2018	19109446842892
25.12.2018	18801643827232
26.12.2018	12301233466015
27.12.2018	28061802568808
28.12.2018	19615824372681
29.12.2018	22034965098505
30.12.2018	44719642996247
31.12.2018	49964517927926
01.01.2019	89096061318098
02.01.2019	87636343342913
03.01.2019	84360221143764
04.01.2019	119926838968068
05.01.2019	118919493075791
06.01.2019	80098340552994
07.01.2019	107407985124834
08.01.2019	25932634701510
09.01.2019	24554764371334
10.01.2019	32768556222705
11.01.2019	18460021899488
12.01.2019	9963792217575
13.01.2019	11295515034247
14.01.2019	18835260587261
15.01.2019	17784202195856
16.01.2019	13061499454541
17.01.2019	12466157458847
18.01.2019	12429347678191
19.01.2019	9732615831573
20.01.2019	11671989612541
21.01.2019	12337876871715
22.01.2019	12430040233831
23.01.2019	12195372539651
24.01.2019	15439225358038
25.01.2019	11914772032725
26.01.2019	11489737799103
27.01.2019	17901953813879
28.01.2019	15785665506923
29.01.2019	13787608160130
30.01.2019	12815993875657
31.01.2019	13727541173269
01.02.2019	21214401477332
02.02.2019	14684782940300
03.02.2019	13072256582983
04.02.2019	13503532612106
05.02.2019	14335498453060
06.02.2019	27974263364243
07.02.2019	21646110363138
08.02.2019	25100919687768
09.02.2019	17955680500243
10.02.2019	16652036911930
11.02.2019	21102862803293
12.02.2019	32919825486760
13.02.2019	28838697438749
14.02.2019	23500331636372
15.02.2019	21418599711483
16.02.2019	12232271908178
17.02.2019	16304216629336
18.02.2019	28918334049887
19.02.2019	33889885219770
20.02.2019	20454796390780
21.02.2019	23344746201713
22.02.2019	20688840498412
23.02.2019	22548019510552
24.02.2019	23222345143946
25.02.2019	25384794693609
26.02.2019	17169476248238
27.02.2019	19912128767938
28.02.2019	16621004640217
01.03.2019	35527235177380
02.03.2019	14105982583298
03.03.2019	29021545164978
04.03.2019	41315216704858
05.03.2019	22163373970102
06.03.2019	25340553434876
07.03.2019	15463400845380
08.03.2019	38449806100395
09.03.2019	14777968329936
10.03.2019	8811681683970
11.03.2019	15688804516080
12.03.2019	20712799496476
13.03.2019	25697438402461
14.03.2019	15015907857659
15.03.2019	19582155903517
16.03.2019	15022531830142
17.03.2019	17626706121705
18.03.2019	20105946624015
19.03.2019	15727431703388
20.03.2019	20896447035659
21.03.2019	20947553811725
22.03.2019	19062350781444
23.03.2019	28416640394884
24.03.2019	15150730162970
25.03.2019	550963281361086
26.03.2019	38671721456276
27.03.2019	42420264723340
28.03.2019	20274602656607
29.03.2019	27420415897385
30.03.2019	23605164806569
31.03.2019	62857221955708
01.04.2019	34605262550063
02.04.2019	52174230599996
03.04.2019	63368154727072
04.04.2019	36616111774173
05.04.2019	97093315541449
06.04.2019	20041371794096
07.04.2019	24285783033663
08.04.2019	22593659764566
09.04.2019	27103645296890
10.04.2019	34027176112977
11.04.2019	27240064748677
12.04.2019	33361505358908
13.04.2019	23019934660900
14.04.2019	89358892557633
15.04.2019	21366310432858
16.04.2019	16299374173820
17.04.2019	15981171204092
18.04.2019	15909969428452
19.04.2019	13198242803180
20.04.2019	16636675081054
21.04.2019	13243568566618
22.04.2019	20469704647854
23.04.2019	27818003643208
24.04.2019	90881685703991
25.04.2019	20980038241919
26.04.2019	74835024283365
27.04.2019	47557616756375
28.04.2019	32082244809096
29.04.2019	94274739611999
30.04.2019	64474398155387
01.05.2019	24797243287282
02.05.2019	42334789709776
03.05.2019	45102984008603
04.05.2019	20989266209342
05.05.2019	19087727764280
06.05.2019	27189188999584
07.05.2019	55412975411652
08.05.2019	39845035873679
09.05.2019	33659686410013
10.05.2019	40427277969273
11.05.2019	50792313731776
12.05.2019	36176719417899
13.05.2019	40612068136368
14.05.2019	37383539416228
15.05.2019	114261596200457
16.05.2019	66224655620541
17.05.2019	47313253539559
18.05.2019	55029669114012
19.05.2019	51224736676701
20.05.2019	61865834353276
21.05.2019	28766938015746
22.05.2019	42173304290697
23.05.2019	50786283952484
24.05.2019	37415598911888
25.05.2019	46765536142058
26.05.2019	30567399878639
27.05.2019	51013664705439
28.05.2019	46864323715681
29.05.2019	40564475692379
30.05.2019	25281344304666
31.05.2019	30338199641986
01.06.2019	23232391204782
02.06.2019	22598564410135
03.06.2019	44899782585684
04.06.2019	21178949501652
05.06.2019	20231450757419
06.06.2019	18882287978580
07.06.2019	19106080273188
08.06.2019	14563042774761
09.06.2019	18179612530062
10.06.2019	19708228816683
11.06.2019	21969342512676
12.06.2019	20233619270588
13.06.2019	27165614187370
14.06.2019	17400736140228
15.06.2019	13073564613712
16.06.2019	16047793840690
17.06.2019	19976310878708
18.06.2019	21610811438173
19.06.2019	18367956765471
20.06.2019	16831904310929
21.06.2019	22572136045221
22.06.2019	21688073587352
23.06.2019	15424724320406
24.06.2019	22523395962012
25.06.2019	20646365229957
26.06.2019	38533049372154
27.06.2019	35119866136917
28.06.2019	21826437435275
29.06.2019	17872782391964
30.06.2019	15020877835167
01.07.2019	26623536315599
02.07.2019	33186291014574
03.07.2019	30853666043913
04.07.2019	29915716415030
05.07.2019	24718009190960
06.07.2019	19363200168179
07.07.2019	14358130314524
08.07.2019	20324890515551
09.07.2019	20936534606793
10.07.2019	18079619058813
11.07.2019	16352289414490
12.07.2019	19088193371603
13.07.2019	12245998256278
14.07.2019	10881254462998
15.07.2019	21061843432406
16.07.2019	22028199231201
17.07.2019	25651938345844
18.07.2019	16309617205108
19.07.2019	17445675605196
20.07.2019	12770968922512
21.07.2019	12028346208223
22.07.2019	10352807385964
23.07.2019	15856809199759
24.07.2019	11816332677459
25.07.2019	12494203171877
26.07.2019	14060491638454
27.07.2019	9963615666485
28.07.2019	10691843432028
29.07.2019	13745742301184
30.07.2019	13273981117172
31.07.2019	15549992028883
01.08.2019	18328380926270
02.08.2019	30774578281973
03.08.2019	12307012728898
04.08.2019	10882122632518
05.08.2019	16299277181407
06.08.2019	18655690681546
07.08.2019	13893280268588
08.08.2019	23862938415048
09.08.2019	23513947782704
10.08.2019	22073856146331
11.08.2019	14209317702787
12.08.2019	16085421861448
13.08.2019	41876697273407
14.08.2019	17591896780155
15.08.2019	20197630352102
16.08.2019	18455938810784
17.08.2019	15636688386482
18.08.2019	15612233710261
19.08.2019	14611371109316
20.08.2019	16904668471191
21.08.2019	19543035159625
22.08.2019	29296760995185
23.08.2019	18147179668842
24.08.2019	10190753446797
25.08.2019	12171375486474
26.08.2019	13982310097844
27.08.2019	17170603811199
28.08.2019	19281367863109
29.08.2019	19287926196219
30.08.2019	20849913351508
31.08.2019	21793621941198
01.09.2019	22797396522368
02.09.2019	23498773148915
03.09.2019	25932116213813
04.09.2019	80884148123220
05.09.2019	25741185113621
06.09.2019	30806844793272
07.09.2019	22738075378753
08.09.2019	18774872902109
09.09.2019	20607222564922
10.09.2019	13602099637327
11.09.2019	20726251776132
12.09.2019	17748137864943
13.09.2019	28621573881138
14.09.2019	52903762032748
15.09.2019	37511752929549
16.09.2019	34809472284039
17.09.2019	42375802341304
18.09.2019	62026965906327
19.09.2019	76512355247739
20.09.2019	41247536934275
21.09.2019	22949324085540
22.09.2019	25205411901522
23.09.2019	29321527836296
24.09.2019	30783741094179
25.09.2019	69650592389585
26.09.2019	32133006381754
27.09.2019	35558831084509
28.09.2019	58530765329187
29.09.2019	17819667945589
30.09.2019	28038234777320
01.10.2019	30485390537440
02.10.2019	28461779939817
03.10.2019	23730371341027
04.10.2019	26307433321639
05.10.2019	14061337107913
06.10.2019	21471084725203
07.10.2019	41252851937108
08.10.2019	81712239897810
09.10.2019	23587644027812
10.10.2019	27436903040649
11.10.2019	23955552441925
12.10.2019	19916803102642
13.10.2019	31608893118128
14.10.2019	28237369887458
15.10.2019	28616575756590
16.10.2019	28767905568682
17.10.2019	26716065344064
18.10.2019	26213590255040
19.10.2019	15007766344060
20.10.2019	19154829135690
21.10.2019	19925199990865
22.10.2019	29771832113766
23.10.2019	19291873715857
24.10.2019	22405660343092
25.10.2019	36939026234190
26.10.2019	43221963529987
27.10.2019	29749864251071
28.10.2019	34527410106275
29.10.2019	41458687080333
30.10.2019	42325699090628
31.10.2019	31482132167672
01.11.2019	43876761027782
02.11.2019	31534338135382
03.11.2019	16437906578380
04.11.2019	24919617569003
05.11.2019	23232479713732
06.11.2019	12785970929339
07.11.2019	21974656661298
08.11.2019	21080832885011
09.11.2019	13759536173098
10.11.2019	24025775698164
11.11.2019	27166940123810
12.11.2019	10626736572042
13.11.2019	36569916510706
14.11.2019	36128643543726
15.11.2019	38383535607702
16.11.2019	18199155615014
17.11.2019	26326968154388
18.11.2019	15761416398212
19.11.2019	17367457684575
20.11.2019	15776333083957
21.11.2019	36867403810040
22.11.2019	63772700547030
23.11.2019	35869485989826
24.11.2019	32526752210949
25.11.2019	70337376590748
26.11.2019	57257999604091
27.11.2019	84779592449494
